1231000,59,58,75
1231001,56,58,50
1231002,62,59,67
1231003,55,55,57
1231004,59,55,58
1231005,58,59,56
1231006,58,54,60
1231007,58,58,52
1231008,54,60,61
1231009,57,65,61
1231010,60,61,59
1231011,59,56,59
1231012,58,56,60
1231013,58,59,62
1231014,57,58,63
1231015,57,61,56
1231016,60,59,61
1231017,67,61,50
1231018,58,62,64
1231019,53,59,55
1231020,59,62,58
1231021,63,56,72
1231022,62,61,62
1231023,61,58,61
1231024,58,51,59
1231025,60,62,69
1231026,63,63,55
1231027,57,60,60
1231028,60,67,55
1231029,59,53,54
1231030,60,59,64
1231031,59,64,63
1231032,59,65,61
1231033,63,56,57
1231034,63,59,54
1231035,61,58,61
1231036,63,49,56
1231037,60,57,57
1231038,55,61,51
1231039,63,62,68
1231040,58,64,66
1231041,61,63,58
1231042,58,65,61
1231043,61,58,57
1231044,60,58,55
1231045,62,66,66
1231046,59,51,58
1231047,60,60,59
1231048,60,64,60
1231049,64,60,55
1231050,59,54,54
1231051,61,51,55
1231052,57,62,53
1231053,58,63,56
1231054,54,62,67
1231055,59,56,62
1231056,61,58,55
1231057,64,56,55
1231058,60,57,65
1231059,56,61,57
1231060,57,55,63
1231061,56,56,55
1231062,60,56,62
1231063,62,59,51
1231064,61,58,65
1231065,62,60,56
1231066,56,61,62
1231067,66,59,50
1231068,58,63,59
1231069,61,56,54
1231070,58,63,72
1231071,60,60,48
1231072,57,61,53
1231073,57,58,59
1231074,60,62,62
1231075,61,63,70
1231076,63,67,56
1231077,58,50,56
1231078,57,58,56
1231079,58,62,54
1231080,64,62,57
1231081,62,60,54
1231082,58,61,68
1231083,63,52,57
1231084,55,64,54
1231085,57,56,62
1231086,61,60,57
1231087,63,60,52
1231088,60,63,67
1231089,60,56,56
1231090,52,58,58
1231091,64,60,55
1231092,62,62,59
1231093,59,57,70
1231094,61,53,62
1231095,59,60,56
1231096,62,49,57
1231097,60,68,63
1231098,63,60,55
1231099,59,61,55
1231100,55,61,68
1231101,64,65,64
1231102,66,60,62
1231103,63,55,59
1231104,63,62,55
1231105,61,56,61
1231106,54,60,65
1231107,59,64,64
1231108,56,60,60
1231109,61,62,51
1231110,60,53,63
1231111,60,53,49
1231112,60,55,56
1231113,63,57,61
1231114,58,62,52
1231115,60,55,64
1231116,61,58,61
1231117,62,60,67
1231118,60,58,60
1231119,62,59,57
1231120,59,56,65
1231121,59,57,66
1231122,62,54,65
1231123,66,60,59
1231124,60,63,62
1231125,58,61,58
1231126,62,62,51
1231127,54,62,54
1231128,58,66,54
1231129,66,62,59
1231130,61,59,64
1231131,58,65,59
1231132,60,54,58
1231133,61,62,56
1231134,60,57,47
