1231000,61,64,55
1231001,59,67,66
1231002,59,60,65
1231003,56,62,75
1231004,65,62,66
1231005,55,53,55
1231006,58,55,61
1231007,60,57,58
1231008,56,63,55
1231009,56,59,60
1231010,62,54,53
1231011,62,56,57
1231012,57,52,57
1231013,62,55,60
1231014,55,59,60
1231015,55,58,61
1231016,59,66,56
1231017,59,58,59
1231018,65,61,59
1231019,56,62,64
1231020,59,60,66
1231021,61,60,61
1231022,57,59,60
1231023,60,59,57
1231024,62,59,62
1231025,56,64,65
1231026,60,57,65
1231027,56,59,65
1231028,62,63,59
1231029,59,61,60
1231030,60,57,64
1231031,58,59,63
1231032,62,67,72
1231033,56,67,58
1231034,63,62,55
1231035,61,61,62
1231036,60,58,57
1231037,58,65,61
1231038,65,66,54
1231039,61,57,60
1231040,59,58,55
1231041,63,62,61
1231042,55,53,60
1231043,61,56,66
1231044,63,60,55
1231045,62,60,63
1231046,58,60,57
1231047,59,66,60
1231048,58,69,57
1231049,58,59,66
1231050,56,64,54
1231051,59,57,59
1231052,61,59,56
1231053,64,56,58
1231054,59,65,52
1231055,60,56,62
1231056,57,63,59
1231057,62,62,67
1231058,59,64,66
1231059,56,50,71
1231060,55,63,64
1231061,55,58,64
1231062,56,66,63
1231063,59,56,55
1231064,61,59,69
1231065,59,64,61
1231066,62,67,61
1231067,56,66,61
1231068,60,65,58
1231069,61,59,53
1231070,58,65,62
1231071,61,54,63
1231072,54,64,59
1231073,63,58,64
1231074,57,64,56
1231075,57,52,61
1231076,64,58,59
1231077,59,63,47
1231078,60,64,60
1231079,57,57,60
1231080,61,61,66
1231081,61,67,58
1231082,61,54,63
1231083,59,55,62
1231084,55,64,54
1231085,57,63,66
1231086,60,60,60
1231087,58,57,50
1231088,61,60,65
1231089,57,60,63
1231090,58,63,58
1231091,63,54,59
1231092,53,66,63
1231093,59,63,53
1231094,65,75,58
1231095,62,60,69
1231096,59,61,59
1231097,62,62,52
1231098,63,61,61
1231099,59,58,60
1231100,57,60,54
1231101,62,63,59
1231102,64,60,54
1231103,56,59,57
1231104,58,64,55
1231105,58,57,60
1231106,59,58,62
1231107,60,61,57
1231108,60,61,60
1231109,67,68,58
1231110,62,60,57
1231111,60,64,64
1231112,61,60,55
1231113,53,59,59
1231114,63,59,51
1231115,59,64,59
1231116,61,54,59
1231117,60,60,65
1231118,62,56,49
1231119,60,61,57
1231120,56,61,53
1231121,56,51,56
1231122,54,55,46
1231123,58,66,63
1231124,60,66,60
1231125,60,50,58
1231126,58,61,55
1231127,58,61,50
1231128,62,54,58
1231129,59,60,62
1231130,57,60,63
1231131,57,54,53
1231132,65,58,56
1231133,58,50,63
1231134,56,58,52
1231135,56,58,54
1231136,64,55,66
1231137,58,54,60
1231138,58,64,54
1231139,58,56,66
1231140,60,62,64
1231141,64,60,57
1231142,58,64,59
1231143,58,59,55
1231144,60,60,71
1231145,54,61,58
1231146,62,57,52
1231147,58,59,61
1231148,64,54,63
1231149,61,55,61
1231150,61,60,49
1231151,58,57,52
1231152,62,62,66
