1231000,57,62,54
1231001,56,62,58
1231002,59,57,58
1231003,59,58,58
1231004,58,60,55
1231005,63,58,53
1231006,63,66,56
1231007,63,54,58
1231008,58,64,62
1231009,64,66,60
1231010,61,60,57
1231011,58,66,61
1231012,54,54,57
1231013,61,57,61
1231014,57,61,55
1231015,63,63,59
1231016,57,51,52
1231017,62,58,56
1231018,64,63,55
1231019,62,62,53
1231020,61,55,59
1231021,66,61,57
1231022,61,64,55
1231023,57,57,56
1231024,63,54,55
1231025,63,59,70
1231026,61,59,65
1231027,56,57,68
1231028,56,59,65
1231029,61,54,55
1231030,59,57,54
1231031,59,62,53
1231032,54,59,64
1231033,58,57,61
1231034,58,58,53
1231035,60,58,60
1231036,60,53,54
1231037,61,57,59
1231038,57,62,69
1231039,62,56,51
1231040,62,57,68
1231041,60,55,56
1231042,60,70,69
1231043,61,60,61
1231044,59,56,65
1231045,62,61,58
1231046,60,63,68
1231047,59,58,54
1231048,56,57,58
1231049,60,57,55
1231050,57,64,55
1231051,57,61,57
1231052,60,65,67
1231053,57,66,56
1231054,57,68,65
1231055,62,63,60
1231056,61,57,61
1231057,56,59,63
1231058,65,48,59
1231059,65,55,66
