1231000,54,66,64
1231001,62,63,68
1231002,59,58,67
1231003,65,55,60
1231004,55,65,67
1231005,59,70,56
1231006,62,55,51
1231007,58,55,64
1231008,64,58,59
1231009,55,54,57
1231010,57,62,65
1231011,58,59,66
1231012,60,56,62
1231013,61,61,67
1231014,59,54,54
1231015,59,59,68
1231016,60,62,68
1231017,59,62,70
1231018,59,63,61
1231019,54,58,59
1231020,60,59,63
1231021,62,55,62
1231022,58,62,61
1231023,58,56,66
1231024,58,51,63
1231025,60,60,54
1231026,63,63,57
1231027,51,57,58
1231028,61,56,62
1231029,59,62,55
1231030,62,59,58
1231031,58,63,55
1231032,58,59,55
1231033,57,60,59
1231034,61,58,62
1231035,61,62,53
1231036,66,58,60
1231037,61,64,64
1231038,59,56,67
1231039,60,62,61
1231040,63,65,52
1231041,56,62,53
1231042,60,53,52
1231043,64,54,58
1231044,61,59,58
1231045,64,61,53
1231046,62,62,60
1231047,64,61,55
1231048,61,52,56
1231049,57,58,52
1231050,61,66,67
1231051,57,56,63
1231052,63,56,56
1231053,59,63,53
1231054,61,63,64
1231055,61,50,58
1231056,56,62,68
1231057,59,65,67
1231058,61,56,46
1231059,59,54,64
1231060,60,67,51
1231061,60,59,47
1231062,61,59,53
1231063,58,52,70
1231064,62,52,58
1231065,59,51,62
1231066,61,62,56
1231067,53,59,59
1231068,58,59,56
1231069,58,62,56
1231070,60,62,62
1231071,57,55,53
1231072,61,60,53
1231073,56,57,69
1231074,58,65,62
1231075,54,59,60
1231076,57,53,53
1231077,62,55,63
1231078,53,51,62
1231079,52,63,62
1231080,60,65,54
1231081,55,60,58
1231082,60,62,62
1231083,63,53,67
1231084,60,58,59
1231085,61,63,61
1231086,60,58,62
1231087,59,66,58
1231088,59,62,55
1231089,61,63,63
1231090,62,64,57
1231091,54,58,61
1231092,60,61,54
1231093,65,64,65
1231094,58,60,61
1231095,57,59,68
1231096,58,56,68
1231097,59,55,58
1231098,67,64,57
1231099,56,57,61
1231100,61,59,66
1231101,59,57,54
1231102,58,65,55
1231103,64,62,63
1231104,54,58,67
1231105,60,68,55
1231106,60,57,60
1231107,60,57,54
1231108,60,54,63
1231109,58,57,57
1231110,58,66,67
1231111,60,57,60
1231112,61,56,71
1231113,61,58,60
1231114,56,57,57
1231115,58,58,57
1231116,59,68,58
1231117,62,63,59
1231118,54,54,58
1231119,64,66,62
1231120,60,54,64
1231121,59,66,49
1231122,59,62,55
1231123,61,62,48
1231124,54,60,61
1231125,57,60,52
1231126,58,61,61
1231127,58,59,57
1231128,55,58,57
1231129,61,55,59
1231130,62,63,60
1231131,61,64,54
1231132,60,64,64
1231133,58,54,62
1231134,56,66,61
1231135,60,54,64
1231136,58,58,56
1231137,60,57,54
1231138,61,59,58
1231139,64,62,59
1231140,56,53,54
1231141,60,59,60
1231142,55,64,54
1231143,58,61,67
1231144,58,60,56
1231145,57,66,55
1231146,58,61,60
1231147,62,56,65
1231148,57,58,59
1231149,59,65,59
1231150,59,51,58
1231151,56,50,53
1231152,60,56,52
1231153,65,61,59
1231154,64,53,54
1231155,61,59,59
1231156,62,62,67
1231157,63,56,66
1231158,60,56,62
1231159,60,52,73
1231160,61,57,63
1231161,55,61,56
1231162,64,59,60
1231163,56,57,50
1231164,63,65,62
1231165,58,56,69
1231166,59,63,59
1231167,62,66,62
1231168,60,61,61
1231169,64,62,66
1231170,61,59,72
1231171,57,55,64
1231172,58,69,64
1231173,60,66,68
1231174,61,63,61
1231175,60,52,58
1231176,60,59,57
1231177,60,60,49
1231178,58,62,65
1231179,57,62,56
1231180,60,56,56
1231181,57,61,62
1231182,65,64,67
1231183,63,66,54
1231184,64,56,60
1231185,57,56,61
1231186,55,65,57
1231187,65,57,65
1231188,57,51,56
1231189,57,53,64
1231190,63,52,55
1231191,64,64,56
1231192,53,64,62
1231193,64,68,56
1231194,56,60,56
1231195,62,58,52
1231196,55,66,65
1231197,64,55,55
1231198,55,54,58
1231199,57,66,61
1231200,61,59,54
1231201,67,49,62
1231202,57,60,66
1231203,64,56,67
1231204,55,55,56
1231205,60,62,61
1231206,59,60,67
1231207,59,58,57
1231208,60,61,59
1231209,62,62,54
1231210,58,58,71
1231211,60,58,60
1231212,61,68,69
1231213,57,60,62
1231214,60,51,62
1231215,59,56,53
1231216,59,58,62
1231217,63,53,61
1231218,59,67,68
1231219,61,63,56
1231220,60,59,62
1231221,56,55,59
1231222,54,56,59
1231223,58,64,61
1231224,61,61,69
1231225,61,68,60
1231226,60,53,65
1231227,60,63,56
1231228,62,61,55
1231229,62,50,63
1231230,60,58,58
1231231,56,55,60
1231232,62,60,60
1231233,66,66,66
1231234,58,68,62
1231235,61,57,65
1231236,58,59,61
1231237,58,63,68
1231238,62,57,66
1231239,62,59,62
1231240,52,67,64
1231241,54,58,49
1231242,59,59,63
1231243,56,61,53
1231244,56,55,67
1231245,57,61,63
1231246,57,53,74
1231247,66,60,54
1231248,64,62,65
1231249,63,62,64
1231250,65,57,62
1231251,59,59,69
1231252,66,65,66
1231253,58,54,59
1231254,58,62,54
1231255,62,65,70
1231256,56,58,57
1231257,59,56,62
1231258,60,61,49
1231259,60,65,64
1231260,58,61,53
1231261,61,61,55
1231262,56,69,60
1231263,59,61,56
1231264,61,68,52
1231265,60,54,63
1231266,61,61,56
1231267,59,61,61
1231268,59,56,56
1231269,58,57,63
1231270,56,54,61
1231271,59,59,57
1231272,58,51,48
1231273,60,62,64
1231274,59,65,58
1231275,56,59,67
1231276,55,63,55
1231277,58,61,52
1231278,60,61,61
1231279,57,60,63
1231280,56,62,65
1231281,57,58,57
1231282,57,54,68
1231283,63,58,59
1231284,61,59,59
1231285,57,57,55
1231286,59,57,59
1231287,56,57,55
1231288,62,62,66
1231289,60,58,67
1231290,62,67,63
1231291,56,55,60
1231292,66,63,61
1231293,59,61,59
1231294,61,57,65
1231295,58,59,61
1231296,60,51,61
1231297,58,61,58
1231298,61,58,61
1231299,52,60,59
1231300,60,61,52
1231301,61,57,56
1231302,59,57,62
1231303,61,62,61
1231304,65,63,66
1231305,61,66,61
1231306,65,60,65
1231307,59,61,60
1231308,60,57,57
1231309,59,65,54
1231310,61,65,63
1231311,57,61,58
1231312,59,61,61
1231313,61,64,65
1231314,57,67,59
1231315,59,60,62
1231316,55,64,64
1231317,60,60,67
1231318,64,64,58
1231319,58,57,58
1231320,59,62,56
1231321,61,57,54
1231322,57,58,56
1231323,60,62,58
1231324,58,60,65
1231325,62,61,53
1231326,61,50,68
1231327,59,63,56
1231328,59,54,48
1231329,63,66,59
1231330,60,59,56
1231331,61,57,63
1231332,59,64,63
1231333,61,51,60
1231334,62,58,53
1231335,58,58,60
1231336,55,56,56
1231337,64,57,62
1231338,59,57,60
1231339,63,64,62
1231340,61,59,67
1231341,57,58,57
1231342,61,58,63
1231343,62,60,65
1231344,59,59,60
1231345,59,61,69
1231346,59,54,48
1231347,61,56,64
1231348,57,53,57
1231349,60,66,68
1231350,59,62,58
1231351,61,59,63
1231352,60,64,64
1231353,55,61,58
1231354,61,61,63
1231355,51,65,60
1231356,63,60,62
1231357,62,58,57
1231358,58,61,70
1231359,59,58,65
1231360,65,53,59
1231361,59,62,57
1231362,63,59,57
1231363,53,57,47
1231364,54,50,61
1231365,64,60,58
1231366,59,56,63
1231367,60,65,58
1231368,60,61,58
1231369,62,57,53
1231370,58,52,63
1231371,59,59,59
1231372,58,56,66
1231373,62,60,62
1231374,56,63,61
1231375,58,55,60
1231376,66,57,52
1231377,62,64,59
1231378,61,58,51
1231379,60,56,61
1231380,55,51,61
1231381,67,56,69
1231382,62,57,60
1231383,70,63,59
1231384,60,56,56
1231385,63,59,63
1231386,57,54,62
1231387,59,60,54
1231388,57,59,63
1231389,61,61,62
1231390,61,57,53
1231391,59,59,59
1231392,57,61,53
1231393,58,52,64
1231394,59,60,50
1231395,63,58,52
1231396,57,51,62
1231397,55,59,65
1231398,57,63,55
1231399,58,57,53
1231400,59,65,61
1231401,60,63,52
1231402,54,55,62
1231403,61,60,62
1231404,61,62,67
1231405,55,64,54
1231406,65,66,56
1231407,63,65,58
1231408,59,57,50
1231409,59,62,64
1231410,64,57,58
1231411,56,60,57
1231412,62,58,61
1231413,61,61,69
1231414,59,63,52
1231415,60,55,55
1231416,62,53,64
1231417,61,67,56
1231418,60,55,65
1231419,57,58,61
1231420,66,56,57
1231421,61,64,47
1231422,59,61,57
1231423,55,59,58
1231424,60,55,59
1231425,59,61,66
1231426,59,52,61
1231427,64,57,54
1231428,59,63,58
1231429,63,57,54
1231430,61,66,67
1231431,58,61,53
