1231000,59,58,63
1231001,51,61,48
1231002,59,59,58
1231003,60,58,60
1231004,59,57,56
1231005,55,59,57
1231006,63,55,60
1231007,58,52,56
1231008,60,57,57
1231009,63,65,57
1231010,58,55,57
1231011,56,58,59
1231012,59,52,55
1231013,61,67,60
1231014,60,57,61
1231015,63,55,56
1231016,61,57,56
1231017,61,63,57
1231018,61,58,62
1231019,66,59,59
1231020,65,61,51
1231021,61,49,57
1231022,57,59,68
1231023,64,65,59
1231024,61,60,53
1231025,63,61,55
1231026,60,50,59
1231027,61,53,52
1231028,61,60,64
1231029,60,61,60
1231030,54,58,62
1231031,62,60,60
1231032,66,67,69
1231033,63,63,60
1231034,58,62,57
1231035,58,65,57
1231036,59,61,56
1231037,61,54,54
1231038,57,61,63
1231039,63,58,62
1231040,57,56,54
1231041,56,69,65
1231042,64,58,58
1231043,58,59,60
1231044,60,68,56
1231045,64,66,60
1231046,57,57,57
1231047,56,60,53
1231048,62,57,56
1231049,59,56,66
1231050,56,58,57
1231051,66,65,55
1231052,63,61,59
1231053,62,63,68
1231054,62,58,55
1231055,55,67,64
1231056,63,71,62
1231057,55,60,63
1231058,66,57,68
1231059,56,53,58
1231060,60,63,59
1231061,52,60,61
1231062,59,59,65
1231063,53,61,58
1231064,57,58,59
1231065,60,57,54
1231066,57,71,54
1231067,61,63,55
1231068,61,61,62
1231069,60,60,70
1231070,57,53,58
1231071,52,58,58
1231072,58,55,55
1231073,62,61,71
1231074,60,52,55
1231075,59,57,50
1231076,60,53,62
1231077,61,61,56
1231078,59,55,63
1231079,54,56,73
1231080,58,59,51
1231081,59,60,61
1231082,53,60,56
1231083,61,62,58
1231084,60,59,59
1231085,62,63,64
1231086,57,64,61
1231087,62,55,55
1231088,58,59,54
1231089,59,55,63
1231090,56,64,58
1231091,60,55,72
1231092,60,61,55
1231093,56,55,60
1231094,58,59,61
1231095,59,61,61
1231096,58,55,46
1231097,56,67,61
1231098,62,59,64
1231099,60,62,54
1231100,60,64,63
1231101,61,52,58
1231102,61,59,65
1231103,63,59,53
1231104,51,63,61
1231105,59,68,54
1231106,57,67,53
1231107,60,58,61
1231108,65,68,56
1231109,57,61,61
1231110,57,60,59
1231111,68,58,62
1231112,58,60,68
1231113,60,52,54
1231114,58,51,63
1231115,61,56,58
1231116,56,59,60
1231117,61,64,54
1231118,59,64,68
1231119,60,64,66
